OverallQual,ExterQual,GarageValue,GrLivArea,GarageAge,KitchenQual,FullBath,BsmtQual,BathValue,HouseAge,SalePrice
0.0,0.0,0.2727024815925825,-0.1853997682502897,,1.0,-1.0,-1.0,-0.6,0.34782608695652173,11.83138646878959
0.0,-1.0,-0.872647941096264,2.9833912707609116,,-1.0,0.0,-1.0,0.0,1.2608695652173914,12.206077645517674
-1.0,0.0,-0.872647941096264,-1.0444186944766318,,0.0,-1.0,-1.0,-0.8,0.6521739130434783,11.51293546492023
0.0,0.0,-0.5584946823016089,-0.3275395905755118,,0.0,-1.0,-1.0,-0.8,0.5,11.686887175419702
-1.0,0.0,-0.872647941096264,-1.149478563151796,,0.0,-1.0,-1.0,-0.8,1.173913043478261,10.460270761075149
-0.5,0.0,0.763566948459231,-0.6349942062572422,,2.0,-1.0,-1.0,0.0,0.2826086956521739,11.918397239722838
0.5,0.0,-0.532315244068721,0.47894940131324837,,0.0,0.0,-1.0,0.0,0.9130434782608695,11.774527900858468
-0.5,0.0,-0.5584946823016089,-0.17303978370027037,,1.0,-1.0,-1.0,-0.6,0.2826086956521739,11.775297421715827
-0.5,0.0,-0.4275974911371693,-0.8651989185013519,,0.0,-1.0,-1.0,-0.8,0.15217391304347827,11.60733523953139
-0.5,0.0,0.09599127352058903,0.4820393974507532,,0.0,0.0,-1.0,0.4,0.34782608695652173,11.608244735642321
-0.5,0.0,-0.5672211617125715,-0.25028968713789107,,0.0,0.0,-1.0,0.6,0.06521739130434782,11.626263078808801
0.0,0.0,-0.872647941096264,-0.38006952491309387,,0.0,-1.0,-1.0,-0.2,0.0,11.424105180165641
0.0,1.0,0.13526043086992093,0.11278485901892622,,1.0,-1.0,-1.0,0.2,0.2391304347826087,12.066816325306588
0.0,0.0,0.3992364330515408,1.0119737350328313,,0.0,0.0,-1.0,0.6,0.043478260869565216,11.970356641102999
-1.5,-1.0,-0.872647941096264,0.09578988026264967,,-1.0,-1.0,-1.0,-0.8,1.2826086956521738,11.350418300109132
0.0,0.0,-0.872647941096264,1.1819235225955969,,0.0,-1.0,-1.0,-0.8,1.3478260869565217,11.552155793461898
0.0,0.0,-0.872647941096264,-0.4109694862881421,,0.0,-1.0,-1.0,-0.8,1.1521739130434783,11.288543647320601
-0.5,0.0,-0.49959094627761114,-0.1853997682502897,,0.0,-1.0,-1.0,-0.8,1.2391304347826086,11.49273296168228
0.0,0.0,-0.5126806653940551,-0.009269988412514484,,0.0,-1.0,-1.0,-0.6,0.5869565217391305,11.487617913343598
-0.5,0.0,-0.5170439050995365,-0.6040942448821939,,0.0,-1.0,-1.0,-0.8,1.0869565217391304,11.59433032142082
-0.5,0.0,-0.6544859558221979,-0.5144843568945539,,0.0,-1.0,-1.0,-0.2,0.717391304347826,11.104972264124868
-1.5,0.0,-0.872647941096264,-0.7663190421011974,,0.0,-1.0,-1.0,-0.8,1.391304347826087,10.542732775946709
-1.0,0.0,-0.5672211617125715,-0.9269988412514485,,0.0,-1.0,-1.0,-0.8,0.021739130434782608,11.6617850286409
-1.0,0.0,-0.03490591764385056,-0.4418694476631904,,0.0,-1.0,-1.0,-0.8,1.6304347826086956,11.54031687156214
-0.5,0.0,0.105808562857922,-0.5685592893008884,,0.0,-1.0,-1.0,-0.4,0.043478260869565216,11.840796531639839
-0.5,0.0,-0.6064903190619034,-0.9718037852452684,,0.0,-1.0,-1.0,-0.8,1.1956521739130435,11.326607934898927
-0.5,0.0,-0.5661303517862013,0.08651989185013519,,0.0,-1.0,-1.0,-0.8,0.9130434782608695,11.979391594635791
0.5,0.0,-0.17234796836651214,0.39088451139436076,,1.0,-1.0,-1.0,-0.4,1.2173913043478262,11.849404844423074
-0.5,0.0,0.8879192800654486,1.022788721514098,,0.0,0.0,-1.0,0.8,0.15217391304347827,12.128116509451258
-1.0,0.0,-0.5159530951731661,-0.7925840092699884,,0.0,-1.0,-1.0,-0.8,0.7608695652173914,11.575909653758895
0.0,0.0,0.6653940550859013,0.5361143298570876,,2.0,-1.0,-1.0,-0.8,0.32608695652173914,12.345838935721968
-0.5,0.0,-0.37742023452413415,0.48667439165701043,,0.0,-1.0,-1.0,0.2,0.34782608695652173,12.04355959836804
-0.5,0.0,-0.5584946823016089,-0.8528389339513326,,0.0,-1.0,-1.0,-0.8,0.15217391304347827,11.652696102959753
-0.5,0.0,0.35778565584946825,-0.22247972190034762,,0.0,-1.0,-1.0,-0.4,0.10869565217391304,12.010671928196443
-1.0,0.0,-0.5399509135533134,-0.36152954808806487,,0.0,-1.0,-1.0,0.2,0.5434782608695652,11.7085004721646
0.0,0.0,-0.5846741205344969,-0.7369640787949016,,0.0,-1.0,-1.0,-0.2,0.043478260869565216,11.355113089309977
0.0,0.0,-0.5584946823016089,-0.9269988412514485,,1.0,-1.0,-1.0,-0.4,0.2608695652173913,11.695255355062795
0.0,0.0,-0.13962367057540223,-0.5361143298570876,,0.0,-1.0,-1.0,-0.4,-0.021739130434782608,11.580593459194764
0.0,0.0,0.5672211617125715,-0.1205098493626883,,0.0,0.0,-1.0,0.6,-0.06521739130434782,11.97603664577121
-0.5,0.0,-0.5061358058358331,-0.3831595210505987,,0.0,-1.0,-1.0,-0.8,0.5652173913043478,11.682676678340282
-0.5,0.0,-0.3817834742296155,-0.6937041328698339,,0.0,-1.0,-1.0,-0.8,1.0,11.385103457032141
-0.5,0.0,-0.551949822743387,-0.19312475859405176,,0.0,-1.0,-1.0,-0.8,0.34782608695652173,11.842236406331555
-0.5,0.0,-0.6108535587673848,-1.0196987253765932,,1.0,-1.0,-1.0,-0.4,0.7608695652173914,11.686887175419702
-1.0,0.0,-0.24434142350695393,-0.9269988412514485,,0.0,-1.0,-1.0,-0.8,0.06521739130434782,11.48247656671073
-1.0,0.0,-0.436323970548132,-0.880648899188876,,0.0,-1.0,-1.0,-0.8,0.391304347826087,11.608244735642321
-0.5,0.0,-0.6108535587673848,-1.0675936655079181,,0.0,-1.0,-1.0,-0.8,0.43478260869565216,11.608244735642321
-0.5,0.0,-0.3490591764385056,-0.3538045577443028,,0.0,-1.0,-1.0,-0.8,0.21739130434782608,11.498836682527127
0.0,0.0,-0.48868284701390785,-0.5237543453070683,,0.0,-1.0,-1.0,-0.4,-0.043478260869565216,11.736077016252437
-0.5,0.0,-0.545404963185165,-0.7709540363074546,,0.0,-1.0,-1.0,-0.4,0.13043478260869565,11.694421681264394
0.0,0.0,0.0872647941096264,-0.21629972962533797,,0.0,0.0,-1.0,0.0,0.13043478260869565,11.982935344196433
0.0,1.0,0.27924734115080446,-0.3182696021629973,,1.0,0.0,-1.0,0.2,0.043478260869565216,11.884495917930655
-0.5,0.0,-0.6043086992091629,-0.6288142139822325,,1.0,-1.0,-1.0,-0.4,0.4782608695652174,11.599112335481124
0.0,0.0,0.1745295882192528,-0.6334492081884897,,1.0,-1.0,-1.0,-0.4,0.2608695652173913,11.83138646878959
-0.5,0.0,0.0436323970548132,-0.791039011201236,,0.0,-1.0,-1.0,-0.4,0.4782608695652174,11.842236406331555
-0.5,0.0,-0.27052086173984186,-0.880648899188876,,0.0,-1.0,-1.0,-0.4,-0.021739130434782608,11.917730355182513
-0.5,0.0,0.28579220070902644,-0.4264194669756663,,0.0,-1.0,-1.0,-0.4,0.34782608695652173,11.863589378812122
1.0,1.0,-0.00545404963185165,2.5461568173039786,,1.0,0.0,-1.0,0.6,1.1521739130434783,12.367345048436391
-0.5,0.0,-0.32287973820561766,0.4078794901506373,,0.0,0.0,-1.0,0.4,0.17391304347826086,11.736077016252437
0.0,0.0,-0.872647941096264,-0.7477790652761684,,0.0,0.0,0.0,0.4,-0.08695652173913043,11.755879486687116
-1.0,0.0,-0.872647941096264,-0.4820393974507532,,-1.0,0.0,-4.0,0.0,0.391304347826087,11.314486721293981
-0.5,0.0,-0.6108535587673848,-0.5098493626882966,,0.0,-1.0,-1.0,0.2,0.6956521739130435,11.744045122410057
-0.5,0.0,-0.872647941096264,-0.43259945925067594,,0.0,-1.0,-1.0,-0.8,1.326086956521739,11.302216779257382
-1.0,0.0,-0.13962367057540223,-0.5144843568945539,,0.0,-1.0,-2.0,-0.8,0.7608695652173914,11.401681006153428
0.0,1.0,-0.24434142350695393,1.138663576670529,,1.0,0.0,0.0,0.0,0.10869565217391304,12.524420916542532
1.0,0.0,-0.45814016907553856,2.672846658941676,,0.0,0.0,0.0,0.6,0.8260869565217391,12.791358964949923
-0.5,0.0,-0.29670029997272973,-0.3707995365005794,,0.0,-2.0,0.0,0.4,-0.10869565217391304,11.940399914116648
-1.0,0.0,-0.581765294064176,-0.3182696021629973,,0.0,-2.0,0.0,0.4,0.08695652173913043,11.59873612138334
-0.5,0.0,-0.872647941096264,-0.4078794901506373,,0.0,1.0,0.0,2.0,-0.2826086956521739,12.095146671399466
0.5,0.0,1.692937005726752,-0.1853997682502897,,0.0,0.0,0.0,0.8,-0.5217391304347826,12.237091546357338
-0.5,0.0,-0.4254158712844287,0.1096948628814214,,0.0,0.0,-4.0,0.0,-0.10869565217391304,11.68658461118553
-0.5,0.0,-0.436323970548132,0.1096948628814214,,0.0,0.0,-4.0,0.0,-0.10869565217391304,11.685693195625964
-0.5,0.0,-0.29670029997272973,1.1989185013518733,,0.0,0.0,-4.0,0.0,-0.10869565217391304,11.870278179170796
-0.5,-1.0,-0.32287973820561766,-0.6488991888760139,,-1.0,-1.0,-1.0,-0.8,0.5,10.932999821119937
0.0,1.0,0.18325606763021543,1.6237929702587872,,0.0,1.0,-1.0,1.2,0.32608695652173914,12.209192772866418
0.5,0.0,0.17234796836651214,-0.14522981846272692,,0.0,0.0,0.0,0.0,-0.043478260869565216,11.931642378754141
0.5,1.0,0.5443141532587946,0.4156044804943994,,1.0,0.0,0.0,0.6,-0.6739130434782609,12.323860125621126
-0.5,0.0,-0.32287973820561766,0.9517188103514871,,-1.0,-1.0,0.0,0.6,0.06521739130434782,11.813037464800539
0.5,0.0,0.27924734115080446,-0.4495944380069525,,1.0,0.0,0.0,0.4,0.021739130434782608,12.04355959836804
0.5,1.0,1.1889828197436596,0.10196987253765932,,1.0,0.0,0.0,0.4,-0.6956521739130435,12.464587201678082
1.0,1.0,0.8879192800654486,0.24874468906913866,,1.0,0.0,0.0,0.6,-0.7391304347826086,12.367345048436391
0.0,0.0,-0.6457594764112353,-0.4078794901506373,,0.0,-1.0,-1.0,-0.8,1.0434782608695652,11.736077016252437
0.5,0.0,-0.037087537496591216,0.764774044032445,,0.0,1.0,-1.0,0.8,-0.3695652173913043,12.049424683420915
0.0,0.0,-0.5846741205344969,-0.574739281575898,,0.0,-1.0,-1.0,-0.2,0.08695652173913043,11.385103457032141
-1.0,0.0,-0.6435778565584946,-0.21011973735032832,,0.0,-1.0,-1.0,-0.8,1.0,11.580593459194764
0.0,0.0,-0.545404963185165,-0.4820393974507532,,1.0,-1.0,-1.0,-0.6,0.5217391304347826,11.973516181427835
-0.5,0.0,-0.545404963185165,-0.7972190034762456,,0.0,-1.0,-1.0,-0.8,0.08695652173913043,11.58989576532275
-0.5,0.0,-0.6272157076629398,0.17303978370027037,,0.0,-1.0,-1.0,-0.8,0.9347826086956522,11.91170829631447
-1.5,0.0,0.14835014998636487,-0.3862495171881035,,0.0,-1.0,-1.0,-0.8,1.2173913043478262,11.561725152903833
0.0,0.0,-0.6370329970002727,1.6407879490150636,,1.0,0.0,-1.0,0.0,1.2173913043478262,11.820417517632333
-0.5,0.0,1.0515407690209981,0.3831595210505987,,0.0,0.0,-1.0,0.0,0.2608695652173913,11.884495917930655
-0.5,0.0,-0.31851649850013636,-0.5098493626882966,,0.0,-1.0,-1.0,-0.8,0.2608695652173913,11.813037464800539
-0.5,0.0,-0.5606763021543496,-0.5191193511008111,,0.0,-1.0,-1.0,-0.8,0.3695652173913043,11.678448377988165
0.5,0.0,0.9075538587401145,-0.08188489764387795,,0.0,0.0,-1.0,0.0,-0.06521739130434782,11.320565693461432
-0.5,0.0,-0.2617943823288792,0.4078794901506373,,0.0,0.0,-1.0,0.8,-0.10869565217391304,12.144202560946876
-0.5,0.0,-0.5366784837742024,-0.48821938972576284,,0.0,-1.0,1.0,-0.6,0.41304347826086957,11.724004532183379
1.0,1.0,0.5410417234796837,0.8157589803012746,,1.0,0.0,1.0,0.6,-0.6521739130434783,12.429220196836383
1.0,1.0,0.9860921734387783,1.5589030513711857,,1.0,0.0,1.0,0.6,-0.6956521739130435,12.666660207428574
0.5,1.0,1.0024543223343332,0.14831981460023175,,1.0,0.0,1.0,0.0,-0.6086956521739131,12.211065162153215
1.5,1.0,1.424597763839651,0.5191193511008111,,2.0,0.0,1.0,0.0,-0.717391304347826,12.384223015005313
0.0,0.0,1.3264248704663213,1.6855928930088837,,0.0,0.0,1.0,0.0,1.108695652173913,12.160033942617156
1.5,2.0,1.5685846741205345,0.8559289300888374,,2.0,0.0,1.0,0.0,-0.717391304347826,12.843973993864076
1.0,1.0,0.44614125988546494,-0.0772499034376207,,1.0,0.0,1.0,0.6,-0.717391304347826,12.08954444723597
1.0,1.0,0.18325606763021543,-0.3553495558130552,,1.0,0.0,1.0,0.0,-0.7391304347826086,12.100161978566867
1.5,2.0,1.7060267248431962,0.6813441483198146,,2.0,0.0,1.0,0.0,-0.7391304347826086,12.676079399771027
0.5,1.0,0.9271884374147805,0.38006952491309387,,1.0,0.0,1.0,0.0,-0.6521739130434783,12.388398368982115
1.0,1.0,1.0035451322607036,0.2564696794129007,,2.0,0.0,1.0,0.4,-0.7391304347826086,12.596403811053621
1.0,1.0,1.38860103626943,1.5264580919273851,,1.0,1.0,1.0,1.4,-0.717391304347826,12.6410997921206
1.0,1.0,1.1082628851922554,0.39088451139436076,,1.0,0.0,1.0,0.0,-0.6956521739130435,12.450981602512561
1.5,2.0,0.35778565584946825,0.3398995751255311,,2.0,0.0,1.0,0.0,-0.6956521739130435,12.491255347155265
0.5,1.0,0.9446413962367057,1.0243337195828506,,1.0,0.0,1.0,1.0,-0.41304347826086957,12.380030154325457
2.0,2.0,2.2950640850831743,1.4337582078022402,,2.0,0.0,1.0,0.0,-0.6304347826086957,12.864242696187505
0.5,1.0,1.0351786201254431,0.33371958285052145,,1.0,0.0,1.0,0.4,-0.5217391304347826,12.270225154674701
1.5,2.0,0.38396509408235613,0.44495944380069524,,2.0,0.0,1.0,0.4,-0.6521739130434783,12.675766851909591
1.0,1.0,1.3089719116443959,2.0795674005407494,,1.0,0.0,1.0,0.6,-0.391304347826087,12.618185607609803
0.0,0.0,0.9599127352058904,0.7678640401699498,,1.0,0.0,1.0,1.0,-0.5869565217391305,12.278397958261774
0.0,1.0,0.5083174256885737,0.4511394360757049,,0.0,0.0,1.0,1.0,-0.5217391304347826,12.225880174775122
2.0,2.0,1.7845650395418597,0.8389339513325609,,2.0,0.0,1.0,1.0,-0.7391304347826086,12.644330802262578
0.5,1.0,0.5606763021543496,-0.49130938586326767,,1.0,0.0,1.0,0.4,-0.6739130434782609,12.141539457711714
0.0,0.0,0.4755931278974639,-0.40169949787562764,,0.0,0.0,1.0,0.4,-0.5217391304347826,11.995357787034976
0.0,0.0,0.442868830106354,-0.3707995365005794,,0.0,0.0,1.0,0.4,-0.5434782608695652,12.013706813470414
0.0,0.0,-0.4341423506953913,-0.3831595210505987,,0.0,0.0,1.0,0.4,-0.5869565217391305,12.00762780434872
1.5,1.0,1.5358603763294245,1.0645036693704133,,2.0,0.0,1.0,1.0,-0.5652173913043478,12.653961664405365
1.5,2.0,1.8631033542405235,1.1123986095017382,,2.0,0.0,1.0,1.0,-0.7391304347826086,12.721888795877375
1.0,1.0,1.9809108262885193,1.5511780610274237,,1.0,0.0,1.0,1.0,-0.6956521739130435,12.777055016970678
-0.5,0.0,0.5999454595036815,-0.5778292777134029,,0.0,-1.0,1.0,0.2,-0.717391304347826,11.964007453736912
1.0,1.0,0.6686664848650122,-0.25955967555040554,,1.0,0.0,1.0,0.4,-0.5869565217391305,12.301387370778713
1.5,1.0,1.5031360785383148,1.8601776747779066,,2.0,0.0,1.0,1.0,-0.6521739130434783,12.929993908996359
1.5,1.0,2.111808017452959,0.2410196987253766,,2.0,0.0,1.0,0.4,-0.717391304347826,12.66191713053049
1.0,1.0,0.6806653940550859,1.7891077636152954,,1.0,0.0,1.0,1.0,-0.41304347826086957,12.691583538230217
1.0,1.0,1.9481865284974094,0.574739281575898,,1.0,0.0,1.0,0.4,-0.6521739130434783,12.54254845357358
1.0,1.0,1.9285519498227435,0.3847045191193511,,2.0,0.0,1.0,0.4,-0.6521739130434783,12.524166311833152
1.5,2.0,0.9468230160894464,0.14986481266898416,,2.0,0.0,1.0,0.4,-0.717391304347826,12.533579815765737
1.0,1.0,1.359149168257431,0.1993047508690614,,2.0,-1.0,1.0,0.2,-0.6086956521739131,12.563750586299374
1.5,1.0,1.5424052358876466,1.1741985322518347,,2.0,0.0,1.0,1.0,-0.6521739130434783,12.765691290604371
2.0,2.0,1.6994818652849741,0.39242950946311317,,2.0,0.0,1.0,0.4,-0.6956521739130435,12.729323752253295
0.0,0.0,0.4526861194436869,-0.19621475473155658,,0.0,0.0,1.0,0.4,-0.5869565217391305,11.941462360646149
0.5,1.0,0.29015544041450775,1.2298184627269215,,1.0,0.0,1.0,1.0,-0.45652173913043476,12.700771936142122
1.0,2.0,0.41014453231524406,0.08342989571263036,,2.0,-1.0,1.0,-0.2,-0.6521739130434783,12.520887034998584
1.0,1.0,0.8115625852195255,0.3707995365005794,,1.0,0.0,1.0,0.4,-0.6956521739130435,12.631343648903034
1.5,2.0,1.6405781292609762,0.36152954808806487,,2.0,0.0,1.0,0.4,-0.717391304347826,12.676079399771027
1.5,1.0,1.3395145895827651,0.7076091154886056,,1.0,0.0,1.0,0.4,-0.717391304347826,12.841132451487937
1.5,2.0,1.6307608399236433,0.5778292777134029,,2.0,0.0,1.0,0.4,-0.6956521739130435,12.660331092405906
1.5,1.0,1.6536678483774203,0.5963692545384318,,1.0,0.0,1.0,0.4,-0.717391304347826,12.694655727828803
1.0,1.0,1.6307608399236433,0.5191193511008111,,1.0,0.0,1.0,0.4,-0.6739130434782609,12.652362948153474
1.5,1.0,1.4442323425143169,0.7415990730011588,,2.0,0.0,1.0,0.4,-0.6956521739130435,12.793862088206213
0.5,1.0,0.5344968639214617,0.10196987253765932,,1.0,0.0,1.0,0.4,-0.6739130434782609,12.468440756144114
2.0,2.0,0.8813744205072266,1.806102742371572,,2.0,0.0,1.0,1.0,-0.6304347826086957,13.05301544288996
1.0,1.0,0.9293700572675211,0.39242950946311317,,1.0,0.0,1.0,0.4,-0.717391304347826,12.601490784782536
1.5,2.0,1.6078538314698663,0.43568945538818077,,2.0,0.0,1.0,0.4,-0.6956521739130435,12.84132849667433
2.0,2.0,0.9642759749113717,1.2854383932020086,,2.0,0.0,1.0,1.0,-0.7391304347826086,13.02132904585825
1.0,1.0,0.5148622852467958,0.3553495558130552,,1.0,0.0,1.0,0.4,-0.6956521739130435,12.634606283893019
1.0,1.0,0.7046632124352331,0.28118964851293937,,1.0,0.0,1.0,0.6,-0.6739130434782609,12.524530013005734
2.0,1.0,1.768202890646305,3.3418308227114717,,1.0,1.0,1.0,1.8,-0.5217391304347826,13.345508528717259
1.5,1.0,1.6471229888191983,0.7972190034762456,,2.0,0.0,1.0,0.4,-0.717391304347826,12.660331092405906
2.0,2.0,1.8500136351240797,4.406334492081885,,2.0,1.0,1.0,1.6,-0.4782608695652174,13.534474352733596
1.5,1.0,1.9874556858467411,0.5067593665507918,,2.0,0.0,1.0,0.4,-0.6956521739130435,12.832013750189885
1.5,1.0,1.8761930733569676,0.29045963692545385,,2.0,0.0,1.0,0.4,-0.6956521739130435,12.691583538230217
2.0,2.0,1.3264248704663213,1.4492081884897643,,2.0,0.0,1.0,0.4,-0.7391304347826086,13.22672519452875
1.5,1.0,2.052904281428961,0.5840092699884125,,1.0,-2.0,1.0,-0.2,-0.21739130434782608,12.861001210669146
0.0,0.0,-0.6108535587673848,-1.0505986867516415,,0.0,-1.0,-2.0,-0.8,1.0,11.23850177707664
0.0,0.0,-0.3926915734933188,-0.5345693317883352,,0.0,-1.0,-2.0,-0.8,1.108695652173913,11.661354090741
-0.5,0.0,-0.5748568311971639,-0.8930088837388953,,0.0,-1.0,-2.0,-0.8,0.782608695652174,11.421917019425596
-0.5,0.0,-0.872647941096264,-1.0320587099266125,,0.0,-1.0,-2.0,-0.8,1.3695652173913044,11.350418300109132
-0.5,0.0,-0.5672211617125715,-0.012359984550019312,,0.0,-1.0,-2.0,-0.2,0.5,11.424105180165641
-2.5,-1.0,-0.872647941096264,-0.8651989185013519,,-1.0,-2.0,-2.0,-0.6,1.1304347826086956,11.0186455364637
-1.0,0.0,-0.4406872102536133,-0.37697952877558905,,0.0,-1.0,-2.0,-0.8,0.43478260869565216,11.532737896139919
0.0,0.0,-0.7126624852286155,0.7168791039011201,,-1.0,0.0,-2.0,0.0,1.326086956521739,11.827743504053695
-0.5,0.0,-0.32287973820561766,-1.08149864812669,,0.0,-1.0,-2.0,-0.8,1.0434782608695652,11.19822841866684
0.0,0.0,0.38396509408235613,-0.11123986095017381,,0.0,-1.0,-2.0,-0.4,0.13043478260869565,11.608244735642321
-1.0,0.0,-0.29670029997272973,-1.1077636152954808,,0.0,-1.0,-2.0,-0.8,0.9782608695652174,11.288543647320601
-0.5,0.0,-0.6981183528770112,-0.7879490150637312,,-1.0,-1.0,-2.0,-0.8,0.7391304347826086,11.693169865968983
-1.5,1.0,-0.4592309790019089,0.21784472769409038,,0.0,0.0,-2.0,0.0,1.3043478260869565,11.58432477200052
-1.0,0.0,-0.6741205344968639,-0.6442641946697567,,0.0,-1.0,-2.0,-0.8,1.891304347826087,11.51293546492023
-0.5,0.0,-0.24434142350695393,-0.3275395905755118,,0.0,-1.0,-2.0,-0.8,1.3695652173913044,11.751950239425476
-0.5,0.0,-0.7417507499318243,0.2966396292004635,,0.0,0.0,-2.0,0.6,1.2608695652173914,11.813037464800539
-1.0,0.0,-0.5977638396509408,-0.4387794515256856,,-1.0,-1.0,-2.0,-0.8,1.065217391304348,11.83138646878959
-1.0,-1.0,-0.24434142350695393,-0.8157589803012746,,0.0,-1.0,-2.0,-0.8,0.45652173913043476,11.440365524765756
