OverallQual,ExterQual,GarageValue,GrLivArea,GarageAge,KitchenQual,FullBath,BsmtQual,BathValue,HouseAge,YearBuilt,GarageCars,Oldness,GarageFinish,GarageArea,KitchenValue,ExterValue,FireplaceValue,FireplaceQu,Foundation_PConc,OverallValue,GarageYrBlt,TotalBsmtSF,BsmtValue,Fireplaces,TotalSF,1stFlrSF,RemodAge,YearRemodAdd,OpenPorchSF,Neighborhood_2,HeatingQC,GarageType_Attchd,TotRmsAbvGrd,MSSubClass_60,LotArea,2ndFlrSF,GarageType_Detchd,Foundation_CBlock,Exterior2nd_VinylSd,SalePrice
0.5,1.0,-0.28361058085628577,-0.11123986095017381,,1.0,0.0,0.0,0.0,-0.7391304347826086,0.7391304347826086,0.0,-0.7222222222222222,-1.0,0.2484472049689441,0.0,1.0,-0.5,-0.5,1.0,0.0,0.6976744186046512,-0.6019900497512438,-0.6159386630424185,-1.0,-1.1992499123098928,-0.7540500736377025,-0.35135135135135137,0.35135135135135137,1.1323529411764706,1.0,0.0,-1.0,-0.5,0.0,-1.4512104743083003,0.9464285714285714,1.0,0.0,1.0,11.891368749982085
0.0,0.0,0.13744205072266158,0.34916956353804557,,0.0,0.0,0.0,0.6,-0.6086956521739131,0.5869565217391305,0.0,-0.5555555555555556,0.0,-0.07039337474120083,-1.0,0.0,0.25,0.25,1.0,-0.5,0.5348837209302325,-0.13432835820895522,-0.41109983312402143,0.0,-0.1934128989899899,-0.27295041728031416,-0.1891891891891892,0.16216216216216217,0.3382352941176471,0.0,0.0,0.0,0.5,1.0,-0.34967885375494073,1.0192307692307692,0.0,0.0,1.0,12.10625783509458
0.0,1.0,-0.3446959367330243,-0.49903437620702973,,0.0,-1.0,0.0,-0.2,-0.7391304347826086,0.6956521739130435,0.0,-0.7222222222222222,-1.0,0.016563146997929608,-1.0,1.0,-0.5,-0.5,1.0,-0.5,0.6511627906976745,0.2975124378109453,-0.2219507859227784,-1.0,0.6135159685934508,0.10603829160530191,-0.35135135135135137,0.2972972972972973,-0.36764705882352944,0.0,0.0,-1.0,0.0,0.0,0.8877223320158103,0.0,1.0,0.0,1.0,11.86710429621008
0.5,1.0,0.1745295882192528,-0.4078794901506373,,1.0,0.0,0.0,0.6,-0.7391304347826086,0.6956521739130435,0.0,-0.7222222222222222,0.0,0.0,0.0,1.0,-0.5,-0.5,1.0,0.0,0.6511627906976745,-0.7791044776119403,-0.6935159220327902,-1.0,-1.3671832138649305,-1.1134020618556701,-0.35135135135135137,0.2972972972972973,2.073529411764706,1.0,0.0,-1.0,-1.0,0.0,-1.555953557312253,0.8241758241758241,1.0,0.0,0.0,11.878630514504515
-0.5,0.0,-0.872647941096264,-0.5005793742757821,,0.0,-1.0,0.0,-0.8,-0.7608695652173914,0.717391304347826,-2.0,-0.75,-2.0,-1.9875776397515528,-1.0,0.0,-0.5,-0.5,1.0,-1.0,-46.0,0.2955223880597015,-0.22282244051817565,-1.0,1.4261829170676434,0.10407461953853707,-0.3783783783783784,0.32432432432432434,0.45588235294117646,0.0,0.0,-1.0,0.0,0.0,1.9116847826086956,0.0,0.0,0.0,1.0,11.344518647594766
0.0,0.0,-0.3817834742296155,1.2282734646581692,,1.0,0.0,0.0,0.4,0.41304347826086957,-0.43478260869565216,0.0,0.75,-1.0,-0.12422360248447205,0.0,1.0,1.5,0.5,0.0,-0.5,-0.5581395348837209,1.626865671641791,0.9569849926310781,1.0,2.640443577036885,2.3014236622484043,1.0810810810810811,-1.1081081081081081,1.3970588235294117,0.0,-1.0,-1.0,0.5,0.0,2.846220355731225,0.0,0.0,1.0,0.0,12.28765724080691
0.0,0.0,-0.22252522497954733,1.4152182309772112,,0.0,0.0,0.0,0.6,0.15217391304347827,-0.17391304347826086,0.0,0.1574074074074074,-1.0,0.4803312629399586,-1.0,1.0,-0.25,-0.25,0.0,-0.5,-0.27906976744186046,0.05870646766169154,0.21502342571725125,0.0,2.12151600456888,0.7422680412371134,0.3783783783783784,-0.40540540540540543,3.5294117647058822,0.0,-1.0,-1.0,0.5,1.0,2.216279644268775,1.2568681318681318,0.0,1.0,0.0,11.767575435251748
-0.5,0.0,-0.872647941096264,-0.7570490536886829,,0.0,-1.0,0.0,-0.8,-0.41304347826086957,0.391304347826087,-2.0,-0.32407407407407407,-2.0,-1.9875776397515528,-1.0,0.0,-0.5,-0.5,1.0,-1.0,-46.0,-0.03482587064676617,-0.18272632912989362,-1.0,0.06625774595950974,-0.22189494354442807,0.02702702702702703,-0.05405405405405406,0.04411764705882353,0.0,-1.0,-1.0,-0.5,0.0,0.3047183794466403,0.0,0.0,0.0,0.0,11.44572741040675
0.0,1.0,0.7995636760294519,-0.19621475473155658,,1.0,0.0,0.0,0.4,-0.5434782608695652,0.5434782608695652,0.0,-0.49074074074074076,1.0,0.12836438923395446,0.0,1.0,-0.5,-0.5,1.0,-0.5,0.4883720930232558,0.8228855721393035,0.3620577929935029,-1.0,-1.0758362038727551,0.49091801669121254,-0.13513513513513514,0.13513513513513514,0.6323529411764706,0.0,0.0,0.0,-0.5,0.0,-1.3385622529644268,0.0,0.0,0.0,0.0,12.10625783509458
-0.5,0.0,-0.872647941096264,-1.2885283893395134,,2.0,-1.0,0.0,-0.4,0.021739130434782608,-0.06521739130434782,-2.0,0.25,-2.0,-1.9875776397515528,1.0,0.0,-0.5,-0.5,0.0,0.0,-46.0,-0.7194029850746269,0.06835607090221986,-1.0,-1.8989540144081598,-0.8973981345115366,0.5945945945945946,-0.6486486486486487,-0.36764705882352944,0.0,0.0,-1.0,-1.5,0.0,-1.9628211462450593,0.0,0.0,1.0,0.0,11.429554725537322
0.0,0.0,0.0872647941096264,-0.6102742371572035,,0.0,0.0,0.0,0.0,-0.08695652173913043,0.08695652173913043,0.0,0.1111111111111111,0.0,-0.16563146997929606,-1.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.15422885572139303,0.33076998067450014,-1.0,-1.200293199744575,-0.035346097201767304,0.4594594594594595,-0.4594594594594595,0.4411764705882353,1.0,-1.0,0.0,-1.0,0.0,-1.3427618577075098,0.0,0.0,1.0,0.0,11.849404844423074
0.5,1.0,0.7002999727297519,1.6315179606025492,,1.0,0.0,0.0,0.6,-0.5,0.4782608695652174,1.0,-0.4166666666666667,0.0,0.9979296066252588,0.0,1.0,0.25,0.25,1.0,0.0,0.4186046511627907,0.4208955223880597,0.5837791961280185,0.0,0.5066869328248805,0.249386352479136,-0.05405405405405406,0.02702702702702703,1.3088235294117647,1.0,0.0,0.0,1.5,1.0,0.11647727272727272,1.793956043956044,0.0,0.0,1.0,12.577639650232573
0.5,1.0,0.41014453231524406,0.503669370413287,,1.0,0.0,0.0,1.0,-0.5652173913043478,0.5652173913043478,0.0,-0.5,0.0,0.4472049689440994,0.0,1.0,-0.5,-0.5,1.0,0.0,0.5116279069767442,-0.23582089552238805,0.38660175133758834,-1.0,0.0608794193565796,-0.4025527736867943,-0.13513513513513514,0.13513513513513514,0.9264705882352942,0.0,0.0,0.0,0.5,1.0,-0.07398715415019763,1.2472527472527473,0.0,0.0,1.0,12.170450649220749
0.0,0.0,0.6915734933187893,0.09115488605639242,,0.0,0.0,0.0,0.2,-0.06521739130434782,0.06521739130434782,0.0,0.1388888888888889,1.0,-0.008281573498964804,-1.0,0.0,0.25,0.25,0.0,-0.5,-0.023255813953488372,0.4009950248756219,0.5324433281148752,0.0,0.4194285303137958,0.8561610211094747,0.4864864864864865,-0.4864864864864865,-0.36764705882352944,1.0,-1.0,0.0,0.5,0.0,0.46504446640316205,0.0,0.0,1.0,0.0,12.100717685412471
1.0,1.0,0.6981183528770112,0.4248744689069139,,1.0,0.0,0.0,1.0,-0.5434782608695652,0.5652173913043478,0.0,-0.49074074074074076,1.0,0.0,0.0,1.0,-0.5,-0.5,1.0,0.5,0.5116279069767442,-0.042786069651741296,0.492438969841898,-1.0,-1.2447948051480842,-0.20422189494354442,-0.13513513513513514,0.16216216216216217,-0.36764705882352944,1.0,0.0,0.0,0.5,0.0,-1.6881175889328064,1.0384615384615385,0.0,0.0,0.0,12.058158312538197
0.5,0.0,0.17016634851377146,0.21166473541908074,,0.0,0.0,0.0,0.0,-0.08695652173913043,0.10869565217391304,0.0,0.1111111111111111,0.0,-0.008281573498964804,-1.0,0.0,0.25,0.25,0.0,0.0,0.023255813953488372,0.5562189054726369,0.6664946295754699,0.0,0.552393715092592,1.009327442317133,0.4594594594594595,-0.43243243243243246,-0.36764705882352944,1.0,-1.0,0.0,0.5,0.0,0.5932559288537549,0.0,0.0,1.0,0.0,11.964007453736912
-0.5,0.0,0.3054267793836924,-0.5222093472383159,,2.0,0.0,0.0,0.2,-0.08695652173913043,0.08695652173913043,0.0,0.1111111111111111,0.0,0.2484472049689441,1.0,0.0,-0.5,-0.5,1.0,-0.5,0.0,0.2676616915422886,0.6478687471685561,-1.0,1.1136643672371773,0.07658321060382917,0.4594594594594595,-0.4594594594594595,-0.36764705882352944,1.0,-1.0,0.0,0.0,0.0,1.514945652173913,0.0,0.0,0.0,1.0,12.07254696717504
0.0,1.0,0.436323970548132,0.06952491309385864,,1.0,0.0,0.0,0.4,-0.32608695652173914,0.32608695652173914,0.0,-0.21296296296296297,0.0,0.4968944099378882,0.0,1.0,0.0,0.0,0.0,-0.5,0.2558139534883721,0.9343283582089552,1.0986976792196401,0.0,0.20677777078255544,0.8286696121747669,0.13513513513513514,-0.13513513513513514,-0.36764705882352944,0.0,0.0,0.0,-0.5,0.0,0.17823616600790515,0.0,0.0,1.0,0.0,12.07254696717504
1.0,1.0,0.7832015271338969,0.6967941290073387,,1.0,0.0,0.0,1.0,-0.45652173913043476,0.41304347826086957,0.0,-0.3611111111111111,1.0,0.10766045548654245,0.0,1.0,0.25,0.25,1.0,0.5,0.3488372093023256,-0.16616915422885573,0.6246552089963932,0.0,0.28072526464424796,-0.31418753068237604,0.0,-0.05405405405405406,1.838235294117647,0.0,0.0,0.0,1.0,1.0,0.1389575098814229,1.3571428571428572,0.0,0.0,0.0,12.301387370778713
1.0,1.0,1.1562585219525499,0.5870992661259173,,1.0,0.0,0.0,0.4,-0.6739130434782609,0.6956521739130435,0.0,-0.6574074074074074,1.0,0.5797101449275363,0.0,1.0,0.5,0.5,1.0,0.5,0.6511627906976745,1.6965174129353233,2.196890716305102,0.0,0.5120472717134201,1.4864997545409917,-0.2972972972972973,0.32432432432432434,0.27941176470588236,0.0,0.0,0.0,0.5,0.0,0.37438241106719367,0.0,0.0,0.0,1.0,12.456835254920371
1.0,1.0,0.8639214616853014,1.6315179606025492,,1.0,0.0,0.0,1.0,-0.4782608695652174,0.43478260869565216,1.0,-0.3888888888888889,0.0,1.308488612836439,0.0,2.0,0.25,0.25,1.0,1.5,0.37209302325581395,0.6895522388059702,1.664447388190227,0.0,1.4248158507739217,0.5203730976926854,-0.02702702702702703,-0.02702702702702703,0.4411764705882353,1.0,0.0,0.0,2.0,1.0,1.2506175889328064,1.6043956043956045,0.0,0.0,0.0,12.644330802262578
1.0,1.0,0.3599672757022089,-0.16067979915025107,,1.0,-1.0,0.0,-0.4,-0.21739130434782608,0.2391304347826087,0.0,-0.05555555555555555,0.0,0.35196687370600416,0.0,1.0,0.75,0.75,0.0,0.5,0.16279069767441862,0.454726368159204,1.2252252252252251,0.0,-0.7355266353080846,0.5360824742268041,0.2972972972972973,-0.2702702702702703,-0.36764705882352944,1.0,-0.5,0.0,-1.0,0.0,-0.9052618577075099,0.0,0.0,1.0,0.0,12.141539457711714
0.5,0.0,0.0981728933733297,-0.016994978756276556,,1.0,-1.0,0.0,0.2,-0.32608695652173914,0.2826086956521739,0.0,-0.19444444444444445,0.0,-0.14492753623188406,0.0,0.0,0.25,0.25,1.0,0.0,0.20930232558139536,0.918407960199005,1.489520073861258,0.0,-0.7912885499204044,0.7187039764359352,0.16216216216216217,-0.21621621621621623,0.8088235294117647,0.0,-0.5,0.0,0.0,0.0,-1.0394021739130435,0.0,0.0,0.0,0.0,12.154784614286667
1.0,1.0,1.3035178620125443,2.2155272305909617,,1.0,0.0,0.0,0.4,-0.06521739130434782,0.06521739130434782,0.0,0.1388888888888889,1.0,0.7660455486542443,0.0,1.0,0.5,0.5,0.0,1.0,-0.023255813953488372,1.1412935323383084,1.595494922038525,0.0,1.7638123161880443,3.5562101129111436,0.4864864864864865,-0.4864864864864865,0.6911764705882353,0.0,-1.0,0.0,2.0,0.0,1.4870306324110671,0.0,0.0,1.0,0.0,12.567240979056246
0.5,1.0,0.5672211617125715,0.21629972962533797,,1.0,0.0,0.0,1.0,-0.6956521739130435,0.717391304347826,0.0,-0.6666666666666666,0.0,0.7453416149068323,0.0,1.0,0.5,0.5,1.0,0.0,0.6744186046511628,1.2189054726368158,1.9564058010907153,0.0,-0.02175614055600039,1.0152184585174275,-0.2972972972972973,0.32432432432432434,1.25,0.0,0.0,0.0,1.0,0.0,-0.16415513833992096,0.0,0.0,0.0,1.0,12.301387370778713
-1.0,0.0,-0.872647941096264,-0.03707995365005794,,0.0,0.0,0.0,0.8,-0.10869565217391304,0.08695652173913043,-2.0,0.08333333333333333,-2.0,-1.9875776397515528,2.0,0.0,-0.5,-0.5,1.0,-2.5,-46.0,0.8925373134328358,1.9544789856693106,-1.0,-0.32108969573781104,0.6931762395679921,0.43243243243243246,-0.4594594594594595,-0.36764705882352944,0.0,-1.0,-1.0,1.0,0.0,-0.43663537549407117,0.0,0.0,0.0,0.0,11.918397239722838
-1.0,0.0,-0.5366784837742024,-0.8250289687137891,,1.0,-1.0,-4.0,-0.8,0.6304347826086957,-0.5869565217391305,-1.0,-0.08333333333333333,-1.0,-0.7122153209109731,0.0,0.0,-0.5,-0.5,0.0,-0.5,-0.7209302325581395,-1.973134328358209,-1.216508679271251,-1.0,0.06215654707834538,-0.3082965144820815,-0.2702702702702703,0.32432432432432434,-0.36764705882352944,0.0,0.0,-1.0,0.0,0.0,0.4005681818181818,0.0,1.0,1.0,0.0,11.349241150793087
-0.5,0.0,-0.4908644668666485,-0.29045963692545385,,0.0,-1.0,-1.0,-0.8,0.34782608695652173,-0.32608695652173914,-1.0,0.6666666666666666,-1.0,-0.5383022774327122,-1.0,-1.0,-0.5,-0.5,0.0,-2.0,-0.4418604651162791,0.5661691542288557,-0.631123803625395,-1.0,-0.023339059422414498,0.3711340206185567,1.0,-0.972972972972973,-0.36764705882352944,0.0,-1.0,0.0,-0.5,0.0,0.022850790513833992,0.0,0.0,1.0,0.0,11.002116507732017
-1.0,0.0,-0.872647941096264,-0.42023947470065665,,0.0,-1.0,-1.0,-0.2,0.4782608695652174,-0.5217391304347826,-2.0,0.8148148148148148,-2.0,-1.9875776397515528,-1.0,0.0,-0.5,-0.5,0.0,-2.0,-46.0,-0.5402985074626866,-0.7375574173791869,-1.0,0.14331711441085743,-0.7206676485027,1.135135135135135,-1.1891891891891893,-0.36764705882352944,0.0,-1.0,-1.0,0.0,0.0,0.3264575098814229,0.6483516483516484,0.0,1.0,0.0,11.813037464800539
-1.0,0.0,-0.5584946823016089,-0.7786790266512167,,0.0,-1.0,-1.0,-0.8,0.391304347826087,-0.3695652173913043,-1.0,0.7222222222222222,-1.0,-0.7950310559006211,-1.0,0.0,-0.5,-0.5,0.0,-2.5,-0.4883720930232558,-0.6358208955223881,-0.7694875015053245,-1.0,-0.3051885562161044,-0.249386352479136,1.054054054054054,-1.027027027027027,-0.36764705882352944,0.0,0.0,-1.0,-0.5,0.0,-0.13648715415019763,0.0,0.0,1.0,0.0,11.626263078808801
-1.0,0.0,0.27924734115080446,-0.5191193511008111,,0.0,-1.0,-1.0,-0.8,1.1956521739130435,-1.1521739130434783,0.0,1.1944444444444444,0.0,0.19875776397515527,-1.0,1.0,-0.5,-0.5,0.0,-2.0,0.06976744186046512,-0.5840796019900497,-0.7521920392703334,-1.0,-0.5212569814816482,-0.7638684339715267,1.2432432432432432,-1.1891891891891893,-0.36764705882352944,0.0,-1.0,-1.0,0.0,0.0,-0.4887598814229249,0.5906593406593407,1.0,1.0,0.0,11.133142723386813
-0.5,0.0,-0.872647941096264,0.772499034376207,,0.0,-1.0,-1.0,-0.2,1.3478260869565217,-1.3478260869565217,-2.0,1.2222222222222223,-2.0,-1.9875776397515528,-1.0,0.0,-0.5,-0.5,1.0,-0.5,-46.0,-0.10248756218905472,-0.591211198467723,-1.0,-0.009812298200329047,-0.12371134020618557,1.1891891891891893,-1.1891891891891893,2.4558823529411766,0.0,-1.0,-1.0,0.5,0.0,-0.235548418972332,1.2912087912087913,0.0,0.0,0.0,11.775297421715827
-2.0,0.0,-0.5366784837742024,-1.5202780996523755,,0.0,-2.0,-1.0,-1.2,0.4782608695652174,-0.5217391304347826,-1.0,0.8148148148148148,-1.0,-0.7122153209109731,-1.0,0.0,-0.5,-0.5,0.0,-3.5,-0.4418604651162791,-1.017910447761194,-0.8536251082400031,-1.0,-0.4807126732441745,-1.191948944526264,1.135135135135135,-1.1891891891891893,-0.36764705882352944,0.0,-1.0,-1.0,-1.0,0.0,-0.11820652173913043,0.0,1.0,1.0,0.0,10.471978128496518
0.0,0.0,0.2727024815925825,-0.1853997682502897,,1.0,-1.0,-1.0,-0.6,0.34782608695652173,-0.32608695652173914,0.0,0.6666666666666666,0.0,0.18633540372670807,0.0,0.0,0.5,0.5,0.0,0.0,-0.4418604651162791,-0.34328358208955223,-0.29666076005986897,0.0,0.9282470072940185,0.5046637211585665,1.0,-0.972972972972973,1.3676470588235294,0.0,-0.5,-1.0,0.5,0.0,1.2096096837944663,0.0,0.0,1.0,0.0,11.83138646878959
0.0,-1.0,-0.872647941096264,2.9833912707609116,,-1.0,0.0,-1.0,0.0,1.2608695652173914,-1.2826086956521738,-2.0,0.3333333333333333,-2.0,-1.9875776397515528,0.0,-1.0,-0.5,-0.5,0.0,0.5,-46.0,0.8925373134328358,-0.4501866602439485,-1.0,0.953052065439305,0.6931762395679921,-0.05405405405405406,0.02702702702702703,1.25,0.0,0.0,-1.0,4.0,0.0,0.3501729249011858,1.978021978021978,0.0,1.0,1.0,12.206077645517674
-1.0,0.0,-0.872647941096264,-1.0444186944766318,,0.0,-1.0,-1.0,-0.8,0.6521739130434783,-0.6956521739130435,-2.0,0.8888888888888888,-2.0,-1.9875776397515528,-1.0,0.0,1.0,0.25,0.0,-1.5,-46.0,-0.40497512437810945,-0.5214788308359282,1.0,-0.6607696942987942,-0.5871379479626903,1.135135135135135,-1.1891891891891893,-0.36764705882352944,0.0,-1.0,-1.0,-1.0,0.0,-0.5020998023715415,0.0,0.0,1.0,0.0,11.51293546492023
0.0,0.0,-0.5584946823016089,-0.3275395905755118,,0.0,-1.0,-1.0,-0.8,0.5,-0.5,-1.0,0.8611111111111112,-1.0,-0.7950310559006211,-1.0,0.0,-0.5,-0.5,0.0,-0.5,-0.627906976744186,0.08059701492537313,-0.28594858384801086,-1.0,-0.04317950839576557,-0.10800196367206677,1.1891891891891893,-1.1891891891891893,-0.36764705882352944,0.0,-1.0,0.0,0.0,0.0,0.030014822134387352,0.3021978021978022,0.0,1.0,1.0,11.686887175419702
-1.0,0.0,-0.872647941096264,-1.149478563151796,,0.0,-1.0,-1.0,-0.8,1.173913043478261,-1.1521739130434783,-2.0,1.1666666666666667,-2.0,-1.9875776397515528,-1.0,0.0,-0.5,-0.5,0.0,-1.5,-46.0,-0.5402985074626866,-0.4196328728473859,-1.0,-0.5929739987588477,-0.7206676485027,1.2162162162162162,-1.1891891891891893,7.323529411764706,0.0,-1.0,-1.0,-1.0,0.0,-0.39513339920948615,0.0,0.0,1.0,0.0,10.460270761075149
-0.5,0.0,0.763566948459231,-0.6349942062572422,,2.0,-1.0,-1.0,0.0,0.2826086956521739,-0.32608695652173914,0.0,-0.027777777777777776,0.0,1.1180124223602483,1.0,0.0,-0.5,-0.5,0.0,0.0,0.4883720930232558,0.03283582089552239,-0.1574024693057156,-1.0,-0.22929838920017634,-0.06676485027000491,0.02702702702702703,-0.08108108108108109,0.8088235294117647,0.0,-1.0,-1.0,0.0,0.0,-0.12487648221343874,0.0,0.0,1.0,0.0,11.918397239722838
0.5,0.0,-0.532315244068721,0.47894940131324837,,0.0,0.0,-1.0,0.0,0.9130434782608695,-0.9130434782608695,0.0,1.037037037037037,-1.0,-0.049689440993788817,2.0,0.0,1.0,0.25,0.0,0.0,-1.069767441860465,-0.07860696517412935,-0.5832286774361884,1.0,-0.5428962018941064,-0.12763868433971526,1.1891891891891893,-1.1891891891891893,-0.36764705882352944,0.0,-0.5,-1.0,1.0,0.0,-0.8296689723320159,1.032967032967033,1.0,0.0,0.0,11.774527900858468
-0.5,0.0,-0.5584946823016089,-0.17303978370027037,,1.0,-1.0,-1.0,-0.6,0.2826086956521739,-0.32608695652173914,-1.0,0.5833333333333334,-1.0,-0.7950310559006211,0.0,0.0,-0.5,-0.5,0.0,-1.5,-0.4418604651162791,0.14029850746268657,-0.05973127806355042,-1.0,-0.526761222085316,0.5203730976926854,0.918918918918919,-0.972972972972973,-0.36764705882352944,0.0,0.0,-1.0,0.0,0.0,-0.6295701581027668,0.0,0.0,1.0,0.0,11.775297421715827
-0.5,0.0,-0.4275974911371693,-0.8651989185013519,,0.0,-1.0,-1.0,-0.8,0.15217391304347827,-0.15217391304347827,-1.0,0.4166666666666667,-1.0,-0.2981366459627329,-1.0,0.0,-0.5,-0.5,1.0,0.0,-0.2558139534883721,-0.2298507462686567,-0.6337846439692398,-1.0,-0.6615611537320013,-0.3593519882179676,0.7567567567567568,-0.7567567567567568,-0.36764705882352944,0.0,-1.0,0.0,0.0,0.0,-0.57225790513834,0.0,0.0,0.0,0.0,11.60733523953139
-0.5,0.0,0.09599127352058903,0.4820393974507532,,0.0,0.0,-1.0,0.4,0.34782608695652173,-0.32608695652173914,1.0,0.6666666666666666,-1.0,1.68944099378882,2.0,0.0,-0.5,-0.5,0.0,-1.0,-0.20930232558139536,1.1791044776119404,-0.16281590310871008,-1.0,0.565560722026856,1.352970054000982,1.0,-0.972972972972973,0.0,0.0,-1.0,-1.0,1.5,0.0,0.49320652173913043,0.0,1.0,1.0,1.0,11.608244735642321
